attribute_id;dispositivi_compatibili;raw_value;formatted_value;sample_values;axisGroup;code;description;formatValueOnly;formatWithUnit
699;;;;N/A;;PVI0;PV current on tracker 1;%.1F;%.1F A
700;;;;N/A;;PVI1;PV current on tracker 2;%.1F;%.1F A
701;;;;N/A;;PVI2;PV current on tracker 3;%.1F;%.1F A
702;;;;N/A;;PVI3;PV current on tracker 4;%.1F;%.1F A
703;;;;N/A;;YT0;Yield today on tracker 1;%.2F;%.2F kWh
704;;;;N/A;;YT1;Yield today on tracker 2;%.2F;%.2F kWh
705;;;;N/A;;YT2;Yield today on tracker 3;%.2F;%.2F kWh
706;;;;N/A;;YT3;Yield today on tracker 4;%.2F;%.2F kWh
707;;;;N/A;;YY0;Yield yesterday on tracker 1;%.2F;%.2F kWh
708;;;;N/A;;YY1;Yield yesterday on tracker 2;%.2F;%.2F kWh
709;;;;N/A;;YY2;Yield yesterday on tracker 3;%.2F;%.2F kWh
710;;;;N/A;;YY3;Yield yesterday on tracker 4;%.2F;%.2F kWh
711;;;;N/A;;MCPT0;Maximum charge power today on tracker 1;%d;%d W
712;;;;N/A;;MCPT1;Maximum charge power today on tracker 2;%d;%d W
713;;;;N/A;;MCPT2;Maximum charge power today on tracker 3;%d;%d W
714;;;;N/A;;MCPT3;Maximum charge power today on tracker 4;%d;%d W
715;;;;N/A;;MCPY0;Maximum charge power yesterday on tracker 1;%d;%d W
716;;;;N/A;;MCPY1;Maximum charge power yesterday on tracker 2;%d;%d W
717;;;;N/A;;MCPY2;Maximum charge power yesterday on tracker 3;%d;%d W
718;;;;N/A;;MCPY3;Maximum charge power yesterday on tracker 4;%d;%d W
719;Multiplus2;;;"1754310512:0; 1754310572:0; 1754310632:0; 1754310692:0; 1754310752:0";;p0;Device 0 Power-pack pre-overload;%s;%s
720;;;;N/A;;p1;Device 1 Power-pack pre-overload;%s;%s
721;;;;N/A;;p2;Device 2 Power-pack pre-overload;%s;%s
722;;;;N/A;;p3;Device 3 Power-pack pre-overload;%s;%s
723;;;;N/A;;p4;Device 4 Power-pack pre-overload;%s;%s
724;;;;N/A;;p5;Device 5 Power-pack pre-overload;%s;%s
725;;;;N/A;;p6;Device 6 Power-pack pre-overload;%s;%s
726;;;;N/A;;p7;Device 7 Power-pack pre-overload;%s;%s
727;;;;N/A;;p8;Device 8 Power-pack pre-overload;%s;%s
728;;;;N/A;;p9;Device 9 Power-pack pre-overload;%s;%s
729;;;;N/A;;p10;Device 10 Power-pack pre-overload;%s;%s
730;;;;N/A;;p11;Device 11 Power-pack pre-overload;%s;%s
731;;;;N/A;;pdV;Data Manager Version;%s;%s
732;;;;N/A;;H4f1;L1 Frequency Variation;%s;%s
733;;;;N/A;;H4f2;L2 Frequency Variation;%s;%s
734;;;;N/A;;H4f3;L3 Frequency Variation;%s;%s
735;;;;N/A;;mbc;Number of modules blocking charge;%.0F;%.0F
736;;;;N/A;;mbd;Number of modules blocking discharge;%.0F;%.0F
737;;;;N/A;;mof;Number of modules offline;%.0F;%.0F
738;;;;N/A;;mon;Number of modules online;%.0F;%.0F
739;;;;N/A;;Abc;Charge blocked;%s;%s
740;;;;N/A;;Abd;Discharge blocked;%s;%s
741;;;;N/A;;H4of;Feed excess DC-coupled PV into the grid;%s;%s
742;;;;N/A;;H4pf;Feed AC-coupled PV into the grid;%s;%s
743;;;;N/A;;umc;DVCC user configured maximum charge current;%.1F;%.1F A
744;;;;N/A;Battery Voltage;umv;DVCC user configured maximum charge voltage;%.2F;%.2F V
745;;;;N/A;;ia2;Ignore AC input 2;%s;%s
746;;;;N/A;;iOF1;AC frequency;%.1F;%.1F Hz
747;;;;N/A;;il;DC Current;%.2F;%.2F A
748;;;;N/A;;iT;Battery temperature;%.1F;%.1F øC
749;;;;N/A;;iOR;Off reason;%s;%s
750;;;;N/A;PV Voltage;iPVV;PV Voltage;%.2F;%.1F V
751;;;;N/A;;iPVI;PV Current;%.2F;%.2F A
752;;;;N/A;;iRelay;Relay state;%s;%s
753;;;;N/A;Percetange;iSOC;State of charge;%.1F;%.1F %%
754;;;;N/A;;iPVP;PV Power;%.0F;%.0F W
755;;;;N/A;;iMm;Overall MPPT State;%s;%s
756;;;;N/A;;iYT;Yield today;%.1F;%.1F kWh
757;;;;N/A;;iYY;Yield yesterday;%.1F;%.1F kWh
758;;;;N/A;;iMPT;Max power yesterday;%.0F;%.0F W
759;;;;N/A;;ds;Switch state;%s;%s
760;;;;N/A;;SP;Split Phase L2 Passthru;%s;%s
761;;;;N/A;N/A;N/A;N/A;N/A;N/A
762;;;;N/A;N/A;N/A;N/A;N/A;N/A
763;;;;N/A;PV Voltage;iPVV0;PV Voltage on tracker 1;%.2F;%.1F V
764;;;;N/A;PV Voltage;iPVV1;PV Voltage on tracker 2;%.2F;%.1F V
765;;;;N/A;PV Voltage;iPVV2;PV Voltage on tracker 3;%.2F;%.1F V
766;;;;N/A;PV Voltage;iPVV3;PV Voltage on tracker 4;%.2F;%.1F V
767;;;;N/A;;iPVI0;PV current on tracker 1;%.1F;%.1F A
768;;;;N/A;;iPVI1;PV current on tracker 2;%.1F;%.1F A
769;;;;N/A;;iPVI2;PV current on tracker 3;%.1F;%.1F A
770;;;;N/A;;iPVI3;PV current on tracker 4;%.1F;%.1F A
771;;;;N/A;;iYT0;Yield today on tracker 1;%.2F;%.2F kWh
772;;;;N/A;;iYT1;Yield today on tracker 2;%.2F;%.2F kWh
773;;;;N/A;;iYT2;Yield today on tracker 3;%.2F;%.2F kWh
774;;;;N/A;;iYT3;Yield today on tracker 4;%.2F;%.2F kWh
775;;;;N/A;;iYY0;Yield yesterday on tracker 1;%.2F;%.2F kWh
776;;;;N/A;;iYY1;Yield yesterday on tracker 2;%.2F;%.2F kWh
777;;;;N/A;;iYY2;Yield yesterday on tracker 3;%.2F;%.2F kWh
778;;;;N/A;;iYY3;Yield yesterday on tracker 4;%.2F;%.2F kWh
779;;;;N/A;;iMCPT0;Maximum charge power today on tracker 1;%d;%d W
780;;;;N/A;;iMCPT1;Maximum charge power today on tracker 2;%d;%d W
781;;;;N/A;;iMCPT2;Maximum charge power today on tracker 3;%d;%d W
782;;;;N/A;;iMCPT3;Maximum charge power today on tracker 4;%d;%d W
783;;;;N/A;;iMCPY0;Maximum charge power yesterday on tracker 1;%d;%d W
784;;;;N/A;;iMCPY1;Maximum charge power yesterday on tracker 2;%d;%d W
785;;;;N/A;;iMCPY2;Maximum charge power yesterday on tracker 3;%d;%d W
786;;;;N/A;;iMCPY3;Maximum charge power yesterday on tracker 4;%d;%d W
787;;;;N/A;N/A;N/A;N/A;N/A;N/A
788;;;;N/A;;iOP1;AC-Out Power;%d;%d W
789;;;;N/A;;it9;Energy to AC-Out;%.2F;%.2F kWh
790;;;;N/A;;it10;Energy out to Multiplus2;%.2F;%.2F kWh
791;;;;N/A;;it11;Solar to AC-Out;%.2F;%.2F kWh
792;;;;N/A;;it12;Solar to battery;%.2F;%.2F kWh
793;;;;N/A;;aP;Product id;%s;%s
794;;;;N/A;AC Power;a1p;AC Meter power L1;%d;%d W
795;;;;N/A;AC Power;a2p;AC Meter power L2;%d;%d W
796;;;;N/A;AC Power;a3p;AC Meter power L3;%d;%d W
797;;;;N/A;;acn;Custom name;%s;%s
798;;;;N/A;;a1f;L1 Forward energy;%.2F;%.2F kWh
799;;;;N/A;;a2f;L2 Forward energy;%.2F;%.2F kWh
800;;;;N/A;;a3f;L3 Forward energy;%.2F;%.2F kWh
801;;;;N/A;N/A;N/A;N/A;N/A;N/A
802;;;;N/A;;PVP0;PV power on tracker 1;%d;%d W
803;;;;N/A;;PVP1;PV power on tracker 2;%d;%d W
804;;;;N/A;;PVP2;PV power on tracker 3;%d;%d W
805;;;;N/A;;PVP3;PV power on tracker 4;%d;%d W
806;;;;N/A;;iPVP0;PV Power on tracker 1;%.0F;%.0F W
807;;;;N/A;;iPVP1;PV Power on tracker 2;%.0F;%.0F W
808;;;;N/A;;iPVP2;PV Power on tracker 3;%.0F;%.0F W
809;;;;N/A;;iPVP3;PV Power on tracker 4;%.0F;%.0F W
810;;;;N/A;;evP;Product ID;%s;%s
811;;;;N/A;;evF;Firmware version;%s;%s
812;;;;N/A;;evS;Serial;%s;%s
813;;;;N/A;;evpm;Model;%s;%s
814;;;;N/A;;evcn;Custom name;%s;%s
815;;;;N/A;;evmi;Max current;%.0F;%.0F A
816;;;;N/A;;evf;Forward energy;%.2F;%.2F kWh
817;;;;N/A;;ev1p;L1 Power;%d;%d W
818;;;;N/A;;ev2p;L2 Power;%d;%d W
819;;;;N/A;;ev3p;L3 Power;%d;%d W
820;;;;N/A;;evp;Power;%d;%d W
821;;;;N/A;;evt;Charging time;%d;%d
822;;;;N/A;;evi;Current;%.1F;%.1F A
823;;;;N/A;;evm;Mode;%s;%s
824;;;;N/A;;evs;Status;%s;%s
825;;;;N/A;;ic0;AC Input 1 connected;%s;%s
826;;;;N/A;;ic1;AC Input 2 connected;%s;%s
827;;;;N/A;;id0;AC Input 1 device instance;%d;%d
828;;;;N/A;;id1;AC Input 2 device instance;%d;%d
829;;;;N/A;;ist0;AC Input 1 service type;%s;%s
830;;;;N/A;;ist1;AC Input 2 service type;%s;%s
831;;;;N/A;;is0;AC Input 1 source;%s;%s
832;;;;N/A;;is1;AC Input 2 source;%s;%s
833;;;;N/A;;ini;Number of AC Inputs;%d;%d
834;;;;N/A;AC Voltage;g1v;Grid meter voltage L1;%.2F;%.1F V
835;;;;N/A;;g1c;Grid meter current L1;%.1F;%.1F A
836;;;;N/A;;g1F;Grid meter frequency L1;%.1F;%.1F Hz
837;;;;N/A;AC Voltage;g2v;Grid meter voltage L2;%.2F;%.1F V
838;;;;N/A;;g2c;Grid meter current L2;%.1F;%.1F A
839;;;;N/A;;g2F;Grid meter frequency L2;%.1F;%.1F Hz
840;;;;N/A;AC Voltage;g3v;Grid meter voltage L3;%.2F;%.1F V
841;;;;N/A;;g3c;Grid meter current L3;%.1F;%.1F A
842;;;;N/A;;g3F;Grid meter frequency L3;%.1F;%.1F Hz
843;;;;N/A;;gf;Grid Total Energy from net;%.2F;%.2F kWh
844;;;;N/A;;gr;Grid Total Energy to net;%.2F;%.2F kWh
845;;;;N/A;;af;Total Forward energy;%.2F;%.2F kWh
846;;;;N/A;;pf;Total Energy forward;%.2F;%.2F kWh
847;;;;N/A;;dsP;Product ID;%s;%s
848;;;;N/A;;dsS;Serial;%s;%s
849;;;;N/A;;dsF;Firmware Version;%s;%s
850;;;;N/A;;dscn;Custom Name;%s;%s
851;;;;N/A;;dsm;Monitor Mode;%s;%s
852;;;;N/A;N/A;N/A;N/A;N/A;N/A
853;;;;N/A;;dsV;Battery Voltage;%.2F;%.2F V
854;;;;N/A;;dsI;Generated Current;%.2F;%.2F A
855;;;;N/A;;dsT;Temperature;%.1F;%.1F øC
856;;;;N/A;N/A;N/A;N/A;N/A;N/A
857;;;;N/A;;dsAV;Auxiliary Voltage;%.2F;%.2F V
858;;;;N/A;;dsf;Total energy produced;%.2F;%.2F kWh
859;;;;N/A;;dseL;Low voltage alarm;%s;%s
860;;;;N/A;;dseH;High voltage alarm;%s;%s
861;;;;N/A;;dsLS;Low auxiliary voltage alarm;%s;%s
862;;;;N/A;;dsHS;High auxiliary voltage alarm;%s;%s
863;;;;N/A;;dsLT;Low temperature alarm;%s;%s
864;;;;N/A;;dsHT;High temperature alarm;%s;%s
865;;;;N/A;N/A;N/A;N/A;N/A;N/A
866;;;;N/A;;alP;Product ID;%s;%s
867;;;;N/A;;alS;Serial;%s;%s
868;;;;N/A;;alF;Firmware version;%s;%s
869;;;;N/A;;alcn;Custom Name;%s;%s
870;;;;N/A;;alm;Monitor Mode;%s;%s
871;;;;N/A;;alV;Output Voltage;%.2F;%.2F V
872;;;;N/A;;alI;Output Current;%.2F;%.2F A
873;;;;N/A;;alT;Alternator Temperature;%.1F;%.1F øC
874;;;;N/A;;alAV;Auxiliary Voltage;%.2F;%.2F V
875;;;;N/A;;alf;Total energy produced;%.2F;%.2F kWh
876;;;;N/A;;aleL;Low voltage alarm;%s;%s
877;;;;N/A;;aleH;High voltage alarm;%s;%s
878;;;;N/A;;alLS;Low auxiliary voltage alarm;%s;%s
879;;;;N/A;;alHS;High auxiliary voltage alarm;%s;%s
880;;;;N/A;;alLT;Low temperature alarm;%s;%s
881;;;;N/A;;alHT;High temperature alarm;%s;%s
882;;;;N/A;;dlP;Product ID;%s;%s
883;;;;N/A;;dlS;Serial;%s;%s
884;;;;N/A;;dlF;Firmware version;%s;%s
885;;;;N/A;;dlcn;Custom Name;%s;%s
886;;;;N/A;;dlm;Monitor Mode;%s;%s
887;;;;N/A;;dlV;Battery Voltage;%.2F;%.2F V
888;;;;N/A;;dlI;Load Current;%.2F;%.2F A
889;;;;N/A;;dlT;Temperature;%.1F;%.1F øC
890;;;;N/A;;dlAV;Auxiliary Voltage;%.2F;%.2F V
891;;;;N/A;;dlf;Total energy consumed;%.2F;%.2F kWh
892;;;;N/A;;dleL;Low voltage alarm;%s;%s
893;;;;N/A;;dleH;High voltage alarm;%s;%s
894;;;;N/A;;dlLS;Low auxiliary voltage alarm;%s;%s
895;;;;N/A;;dlHS;High auxiliary voltage alarm;%s;%s
896;;;;N/A;;dlLT;Low temperature alarm;%s;%s
897;;;;N/A;;dlHT;High temperature alarm;%s;%s
898;;;;N/A;;dcP;Product ID;%s;%s
899;;;;N/A;;dcS;Serial;%s;%s
900;;;;N/A;;dcF;Firmware version;%s;%s
901;;;;N/A;;dccn;Custom Name;%s;%s
902;;;;N/A;;dcm;Monitor Mode;%s;%s
903;;;;N/A;;dcV;Battery Voltage;%.2F;%.2F V
904;;;;N/A;;dcI;System Current;%.2F;%.2F A
905;;;;N/A;;dcT;Temperature;%.1F;%.1F øC
906;;;;N/A;;dcAV;Auxiliary Voltage;%.2F;%.2F V
907;;;;N/A;;dcf;Total energy consumed;%.2F;%.2F kWh
908;;;;N/A;;dcr;Total energy produced;%.2F;%.2F kWh
909;;;;N/A;;dceL;Low voltage alarm;%s;%s
910;;;;N/A;;dceH;High voltage alarm;%s;%s
911;;;;N/A;;dcLS;Low auxiliary voltage alarm;%s;%s
912;;;;N/A;;dcHS;High auxiliary voltage alarm;%s;%s
913;;;;N/A;;dcLT;Low temperature alarm;%s;%s
914;;;;N/A;;dcHT;High temperature alarm;%s;%s
915;;;;N/A;;gRT;Generator run-time since last start;%d;%d
916;;;;N/A;;gLS;Generator last start;%d;%d
917;;;;N/A;;gRC;Generator run by condition code;%s;%s
918;;;;N/A;;vi0;AC Input 1 VRM device instance;%d;%d
919;;;;N/A;;vi1;AC Input 2 VRM device instance;%d;%d
920;;;;N/A;Percetange;tsH;Humidity;%.1F;%.1F %%
921;;;;N/A;pressure;tsB;Pressure;%.1F;%.1F hPa
922;;;;N/A;;mp;Product ID;%s;%s
923;;;;N/A;;msn;Multiplus2/Charger serial number;%s;%s
924;;;;N/A;;mv;Firmware version;%s;%s
925;;;;N/A;;mcn;Custom Name;%s;%s
926;;;;N/A;;mV;Battery Voltage;%.2F;%.2F V
927;;;;N/A;;mI;DC Current;%.2F;%.2F A
928;;;;N/A;;mT;Battery temperature;%.1F;%.1F øC
929;;;;N/A;AC Voltage;mIV1;AC Input Voltage L1;%.2F;%.2F V
930;;;;N/A;;mIP1;AC Input Power L1;%d;%d W
931;;;;N/A;;mII1;AC Input Current L1;%.2F;%.2F A
932;;;;N/A;;mIF1;AC Input Frequency;%.2F;%.2F Hz
933;;;;N/A;AC Voltage;mIV2;AC Input Voltage L2;%.2F;%.2F V
934;;;;N/A;;mIP2;AC Input Power L2;%d;%d W
935;;;;N/A;;mII2;AC Input Current L2;%.2F;%.2F A
936;;;;N/A;AC Voltage;mIV3;AC Input Voltage L3;%.2F;%.2F V
937;;;;N/A;;mIP3;AC Input Power L3;%d;%d W
938;;;;N/A;;mII3;AC Input Current L3;%.2F;%.2F A
939;;;;N/A;AC Voltage;mOV1;AC Output Voltage L1;%.2F;%.2F V
940;;;;N/A;;mOP1;AC Output Power L1;%d;%d W
941;;;;N/A;;mOI1;AC Output Current L1;%.2F;%.2F A
942;;;;N/A;;mOF1;AC Output Frequency;%.2F;%.2F Hz
943;;;;N/A;AC Voltage;mOV2;AC Output Voltage L2;%.2F;%.2F V
944;;;;N/A;;mOP2;AC Output Power L2;%d;%d W
945;;;;N/A;;mOI2;AC Output Current L2;%.2F;%.2F A
946;;;;N/A;AC Voltage;mOV3;AC Output Voltage L3;%.2F;%.2F V
947;;;;N/A;;mOP3;AC Output Power L3;%d;%d W
948;;;;N/A;;mOI3;AC Output Current L3;%.2F;%.2F A
949;;;;N/A;;mIL;AC Input 1 Current Limit;%.0F;%.0F A
950;;;;N/A;;meT;High temperature alarm;%s;%s
951;;;;N/A;;meHV;High voltage alarm;%s;%s
952;;;;N/A;;meHVO;High AC output voltage alarm;%s;%s
953;;;;N/A;;meLT;Low temperature alarm;%s;%s
954;;;;N/A;;meLV;Low voltage alarm;%s;%s
955;;;;N/A;;meLVO;Low AC output voltage alarm;%s;%s
956;;;;N/A;;emO;AC overload alarm;%s;%s
957;;;;N/A;;emR;DC ripple alarm;%s;%s
958;;;;N/A;N/A;N/A;N/A;N/A;N/A
959;;;;N/A;Percetange;mSOC;Battery State of Charge;%.1F;%.1F %%
960;;;;N/A;;mSa;State;%s;%s
961;;;;N/A;;mM;Mode;%s;%s
962;;;;N/A;N/A;N/A;N/A;N/A;N/A
963;;;;N/A;N/A;N/A;N/A;N/A;N/A
964;;;;N/A;;mPVP;PV Power;%.0F;%.0F W
965;;;;N/A;PV Voltage;mPVV;PV Voltage;%.2F;%.1F V
966;;;;N/A;;mYU;Total PV Yield;%.2F;%.2F kWh
967;;;;N/A;;mRelay;Internal Relay State;%s;%s
968;;;;N/A;;mMm;MPP Operation Mode;%s;%s
969;;;;N/A;;mE;Error Code;%s;%s
970;;;;N/A;;mt1;Energy AC-in-1 to DC;%.2F;%.2F kWh
971;;;;N/A;;mt2;Energy AC-in-2 to DC;%.2F;%.2F kWh
972;;;;N/A;;mt3;Energy AC-in-1 to AC-out;%.2F;%.2F kWh
973;;;;N/A;;mt4;Energy AC-in-2 to AC-out;%.2F;%.2F kWh
974;;;;N/A;;mt5;Energy DC to AC-in-1;%.2F;%.2F kWh
975;;;;N/A;;mt6;Energy DC to AC-in-2;%.2F;%.2F kWh
976;;;;N/A;;mt7;Energy AC-out to AC-in-1;%.2F;%.2F kWh
977;;;;N/A;;mt8;Energy AC-out to AC-in-2;%.2F;%.2F kWh
978;;;;N/A;;mt9;Energy DC to AC-out;%.2F;%.2F kWh
979;;;;N/A;;mt10;Energy AC-out to DC;%.2F;%.2F kWh
980;;;;N/A;;mt11;Energy PV to AC-out;%.2F;%.2F kWh
981;;;;N/A;;mt12;Energy PV to DC/battery;%.2F;%.2F kWh
982;;;;N/A;;mt13;Energy PV to AC-in-1;%.2F;%.2F kWh
983;;;;N/A;;mt14;Energy PV to AC-in-2;%.2F;%.2F kWh
984;;;;N/A;;ct;CPU Temperature;%.2F;%.2F øC
985;;;;N/A;;dg;Default gateway;%s;%s
986;;;;N/A;;iE;Error Code;%s;%s
987;;;;N/A;;mYT;PV Yield today;%.2F;%.2F kWh
988;;;;N/A;;mMPT;Maximum PV power today;%d;%d W
989;;;;N/A;;mYY;PV Yield yesterday;%.2F;%.2F kWh
990;;;;N/A;;mMPY;Maximum PV power yesterday;%d;%d W
991;;;;N/A;;mYT0;PV Yield today (tracker 0);%.2F;%.2F kWh
992;;;;N/A;;mYT1;PV Yield today (tracker 1);%.2F;%.2F kWh
993;;;;N/A;;mYT2;PV Yield today (tracker 2);%.2F;%.2F kWh
994;;;;N/A;;mYT3;PV Yield today (tracker 3);%.2F;%.2F kWh
995;;;;N/A;;mYY0;PV Yield yesterday (tracker 0);%.2F;%.2F kWh
996;;;;N/A;;mYY1;PV Yield yesterday (tracker 1);%.2F;%.2F kWh
997;;;;N/A;;mYY2;PV Yield yesterday (tracker 2);%.2F;%.2F kWh
998;;;;N/A;;mYY3;PV Yield yesterday (tracker 3);%.2F;%.2F kWh
999;;;;N/A;;mMCPT0;Maximum PV power today (tracker 0);%d;%d W
1000;;;;N/A;;mMCPT1;Maximum PV power today (tracker 1);%d;%d W
1001;;;;N/A;;mMCPT2;Maximum PV power today (tracker 2);%d;%d W
1002;;;;N/A;;mMCPT3;Maximum PV power today (tracker 3);%d;%d W
1003;;;;N/A;;mMCPY0;Maximum PV power yesterday (tracker 0);%d;%d W
1004;;;;N/A;;mMCPY1;Maximum PV power yesterday (tracker 1);%d;%d W
1005;;;;N/A;;mMCPY2;Maximum PV power yesterday (tracker 2);%d;%d W
1006;;;;N/A;;mMCPY3;Maximum PV power yesterday (tracker 3);%d;%d W
1007;;;;N/A;PV Voltage;mPVV0;PV Voltage tracker 0;%.2F;%.1F V
1008;;;;N/A;PV Voltage;mPVV1;PV Voltage tracker 1;%.2F;%.1F V
1009;;;;N/A;PV Voltage;mPVV2;PV Voltage tracker 2;%.2F;%.1F V
1010;;;;N/A;PV Voltage;mPVV3;PV Voltage tracker 3;%.2F;%.1F V
1011;;;;N/A;;mPVP0;PV power on tracker 0;%d;%d W
1012;;;;N/A;;mPVP1;PV power on tracker 1;%d;%d W
1013;;;;N/A;;mPVP2;PV power on tracker 2;%d;%d W
1014;;;;N/A;;mPVP3;PV power on tracker 3;%d;%d W
1015;;;;N/A;;Ft;Accumulated runtime FischerPanda generators;%d;%d
1016;;;;N/A;N/A;N/A;N/A;N/A;N/A
1017;;;;N/A;N/A;N/A;N/A;N/A;N/A
1018;;;;N/A;;Gt;Accumulated time for generic Generator;%d;%d
1019;;;;N/A;;pga;Paygo active;%s;%s
1020;;;;N/A;;pgaf;Paygo active from this date/time;%s;%s
1021;;;;N/A;;pgat;Paygo active until this date/time;%s;%s
1022;;;;N/A;;pgb;Paygo blocked until this date/time;%s;%s
1023;;;;N/A;;pglt;Latest token entered;%s;%s
1024;;;;N/A;;pglv;Validity of latest token;%s;%s
1025;;;;N/A;N/A;N/A;N/A;N/A;N/A
1026;;;;N/A;N/A;N/A;N/A;N/A;N/A
1027;;;;N/A;N/A;N/A;N/A;N/A;N/A
1028;;;;N/A;N/A;N/A;N/A;N/A;N/A
1029;;;;N/A;;gaR;Total run time;%d;%d
1030;;;;N/A;;gaT;Run time today;%d;%d
1031;;;;N/A;;gaE;Autostart error;%s;%s
1032;;;;N/A;;gaM;Manual start;%s;%s
1033;;;;N/A;;gaMT;Manual start timer;%d;%d
1034;;;;N/A;;gaQ;Quiet hours;%s;%s
1035;;;;N/A;;bT;System Battery Temperature;%.0F;%.0F øC
1036;;;;N/A;;eva;AutoStart;%s;%s
1037;;;;N/A;;evd;EnableDisplay;%s;%s
1038;;;;N/A;;evl;Position;%s;%s
1039;;;;N/A;;H4l1;Max Feedin Power L1;%.0F;%.0F W
1040;;;;N/A;;H4l2;Max Feedin Power L2;%.0F;%.0F W
1041;;;;N/A;;H4l3;Max Feedin Power L3;%.0F;%.0F W
1042;;;;N/A;;H4M;How ESS Multiphase regulation is done;%s;%s
1043;;;;N/A;;gat;Type of generator controlled by this start/stop instance;%s;%s
1044;;;;N/A;;eve;Whether the charger is presently switched on/active/enabled;%s;%s
1045;;;;N/A;;evmc;Max charge current in manual mode;%.2F;%.2F A
1046;;;;N/A;;rf0;Relay 1 function;%s;%s
1047;;;;N/A;;rf1;Relay 2 function;%s;%s
1048;;;;N/A;;gaA;Generator autostart enabled;%s;%s
1049;;;;N/A;;AHI;High Current Alarm;%s;%s
1050;;;;N/A;;AC;Contactor warning;%s;%s
1051;;;;N/A;N/A;N/A;N/A;N/A;N/A
1052;JK-BMS;;;"1754292781:0; 1754292841:0; 1754292901:0; 1754292961:0; 1754293021:0";;ABC;JK-BMS cable;%s;%s
1053;;;;N/A;;dAc;Connection lost to distributor A;%s;%s
1054;;;;N/A;;dBc;Connection lost to distributor B;%s;%s
1055;;;;N/A;;dCc;Connection lost to distributor C;%s;%s
1056;;;;N/A;;dDc;Connection lost to distributor D;%s;%s
1057;;;;N/A;;dAs;Distributor A status;%s;%s
1058;;;;N/A;;dBs;Distributor B status;%s;%s
1059;;;;N/A;;dCs;Distributor C status;%s;%s
1060;;;;N/A;;dDs;Distributor D status;%s;%s
1061;;;;N/A;;dAf0n;Distributor A Fuse 1 Name;%s;%s
1062;;;;N/A;;dAf1n;Distributor A Fuse 2 Name;%s;%s
1063;;;;N/A;;dAf2n;Distributor A Fuse 3 Name;%s;%s
1064;;;;N/A;;dAf3n;Distributor A Fuse 4 Name;%s;%s
1065;;;;N/A;;dBf0n;Distributor B Fuse 1 Name;%s;%s
1066;;;;N/A;;dBf1n;Distributor B Fuse 2 Name;%s;%s
1067;;;;N/A;;dBf2n;Distributor B Fuse 3 Name;%s;%s
1068;;;;N/A;;dBf3n;Distributor B Fuse 4 Name;%s;%s
1069;;;;N/A;;dCf0n;Distributor C Fuse 1 Name;%s;%s
1070;;;;N/A;;dCf1n;Distributor C Fuse 2 Name;%s;%s
1071;;;;N/A;;dCf2n;Distributor C Fuse 3 Name;%s;%s
1072;;;;N/A;;dCf3n;Distributor C Fuse 4 Name;%s;%s
1073;;;;N/A;;dDf0n;Distributor D Fuse 1 Name;%s;%s
1074;;;;N/A;;dDf1n;Distributor D Fuse 2 Name;%s;%s
1075;;;;N/A;;dDf2n;Distributor D Fuse 3 Name;%s;%s
1076;;;;N/A;;dDf3n;Distributor D Fuse 4 Name;%s;%s
1077;;;;N/A;;dAf0s;Distributor A Fuse 1 Status;%s;%s
1078;;;;N/A;;dAf1s;Distributor A Fuse 2 Status;%s;%s
1079;;;;N/A;;dAf2s;Distributor A Fuse 3 Status;%s;%s
1080;;;;N/A;;dAf3s;Distributor A Fuse 4 Status;%s;%s
1081;;;;N/A;;dBf0s;Distributor B Fuse 1 Status;%s;%s
1082;;;;N/A;;dBf1s;Distributor B Fuse 2 Status;%s;%s
1083;;;;N/A;;dBf2s;Distributor B Fuse 3 Status;%s;%s
1084;;;;N/A;;dBf3s;Distributor B Fuse 4 Status;%s;%s
1085;;;;N/A;;dCf0s;Distributor C Fuse 1 Status;%s;%s
1086;;;;N/A;;dCf1s;Distributor C Fuse 2 Status;%s;%s
1087;;;;N/A;;dCf2s;Distributor C Fuse 3 Status;%s;%s
1088;;;;N/A;;dCf3s;Distributor C Fuse 4 Status;%s;%s
1089;;;;N/A;;dAf0b;Distributor A Fuse 1 Blown;%s;%s
1090;;;;N/A;;dAf1b;Distributor A Fuse 2 Blown;%s;%s
1091;;;;N/A;;dAf2b;Distributor A Fuse 3 Blown;%s;%s
1092;;;;N/A;;dAf3b;Distributor A Fuse 4 Blown;%s;%s
1093;;;;N/A;;dBf0b;Distributor B Fuse 1 Blown;%s;%s
1094;;;;N/A;;dBf1b;Distributor B Fuse 2 Blown;%s;%s
1095;;;;N/A;;dBf2b;Distributor B Fuse 3 Blown;%s;%s
1096;;;;N/A;;dBf3b;Distributor B Fuse 4 Blown;%s;%s
1097;;;;N/A;;dCf0b;Distributor C Fuse 1 Blown;%s;%s
1098;;;;N/A;;dCf1b;Distributor C Fuse 2 Blown;%s;%s
1099;;;;N/A;;dCf2b;Distributor C Fuse 3 Blown;%s;%s
1100;;;;N/A;;dCf3b;Distributor C Fuse 4 Blown;%s;%s
1101;;;;N/A;;dDf0b;Distributor D Fuse 1 Blown;%s;%s
1102;;;;N/A;;dDf1b;Distributor D Fuse 2 Blown;%s;%s
1103;;;;N/A;;dDf2b;Distributor D Fuse 3 Blown;%s;%s
1104;;;;N/A;;dDf3b;Distributor D Fuse 4 Blown;%s;%s
